City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Hami,CN,2/6/2022 23:19,42.8,93.45,24.69,37,16,8.77
309,Norman Wells,CA,2/6/2022 23:10,65.282,-126.8329,-10.53,95,100,10.85
310,Katobu,ID,2/6/2022 23:19,-4.9408,122.5276,76.62,91,63,6.51
311,Praya,CV,2/6/2022 23:19,14.9215,-23.5087,70.34,78,20,18.41
312,Turukhansk,RU,2/6/2022 23:19,65.8167,87.9833,-21.12,100,84,3.47
313,Petropavlovsk-Kamchatskiy,RU,2/6/2022 23:19,53.0452,158.6483,28.99,64,75,20.13
314,Lompoc,US,2/6/2022 23:15,34.6391,-120.4579,78.69,57,0,11.5
315,Vao,NC,2/6/2022 23:19,-22.6667,167.4833,80.65,81,75,3.13
316,Volchikha,RU,2/6/2022 23:19,52.0333,80.3833,-7.73,99,8,3.47
317,Madison Heights,US,2/6/2022 23:19,42.4859,-83.1052,30.45,67,0,1.01
318,Les Cayes,HT,2/6/2022 23:20,18.2,-73.75,75.85,69,2,4.03
319,Monte Alegre,BR,2/6/2022 23:20,-2.0078,-54.0692,74.88,96,100,3.49
320,Sur,OM,2/6/2022 23:20,22.5667,59.5289,70.36,65,1,8.55
321,Sedalia,US,2/6/2022 23:16,38.7045,-93.2283,42.08,60,0,4
322,Sao Joao Da Barra,BR,2/6/2022 23:20,-21.6403,-41.0511,77.31,86,0,23.38
323,Zheleznodorozhnyy,RU,2/6/2022 23:20,55.7503,38.0042,25.21,97,100,5.03
324,Takoradi,GH,2/6/2022 23:20,4.8845,-1.7554,79.7,84,89,8.08
325,Buala,SB,2/6/2022 23:10,-8.145,159.5921,84.9,74,100,11.12
326,Bubaque,GW,2/6/2022 23:20,11.2833,-15.8333,77.65,72,2,16.82
327,Panuco,MX,2/6/2022 23:20,22.05,-98.1667,64.58,54,2,13.09
328,Port Keats,AU,2/6/2022 23:16,-14.25,129.55,80.71,81,100,3.18
329,Fort Nelson,CA,2/6/2022 23:20,58.8053,-122.7002,26.19,74,75,6.91
330,San Luis,AR,2/6/2022 23:20,-33.295,-66.3356,71.62,24,0,11.99
331,Waipawa,NZ,2/6/2022 23:20,-41.4122,175.5153,59.94,78,100,11.92
332,Tuatapere,NZ,2/6/2022 23:10,-46.1333,167.6833,58.82,50,1,4.41
333,Voi,KE,2/6/2022 23:10,-3.3945,38.563,74.5,83,100,3.62
334,Geraldton,AU,2/6/2022 23:10,-28.7667,114.6,68.41,49,3,11.5
335,Srednekolymsk,RU,2/6/2022 23:16,67.45,153.6833,-37.55,100,62,1.28
336,Duluth,US,2/6/2022 23:20,46.7833,-92.1066,15.48,67,100,1.01
337,Gizo,SB,2/6/2022 23:20,-8.103,156.8419,84.9,74,100,15.79
338,Mangrol,IN,2/6/2022 23:20,21.1167,70.1167,64.08,76,6,8.77
339,Cuiaba,BR,2/6/2022 23:20,-15.5961,-56.0967,78.73,83,20,4.61
340,Isetskoye,RU,2/6/2022 23:20,56.4858,65.3226,-2.2,89,100,6.69
341,Paamiut,GL,2/6/2022 23:20,61.994,-49.6678,4.23,78,100,14.18
342,Coffs Harbour,AU,2/6/2022 23:20,-30.3,153.1333,73.13,73,78,16.11
343,Skjervoy,NO,2/6/2022 23:20,70.0311,20.9714,28.04,66,59,16.64
344,Ha Giang,VN,2/6/2022 23:17,22.8333,104.9833,57.43,99,100,1.03
345,Mamontovo,RU,2/6/2022 23:20,52.7055,81.6244,-1.39,99,84,4.9
346,Sunam,IN,2/6/2022 23:20,30.1333,75.8,49.05,79,60,3.89
347,Chumikan,RU,2/6/2022 23:20,54.7183,135.315,-12.8,89,43,11.97
348,Eyl,SO,2/6/2022 23:20,7.9803,49.8164,73.89,74,100,14.74
349,Sorong,ID,2/6/2022 23:20,-0.8833,131.25,80.02,82,99,9.37
350,Police,PL,2/6/2022 23:20,53.5521,14.5718,39.02,96,87,1.01
351,Morros,BR,2/6/2022 23:20,-9.4467,-46.3003,77.59,73,100,1.41
352,Lebu,CL,2/6/2022 23:16,-37.6167,-73.65,62.51,80,0,13.85
353,Yuci,CN,2/6/2022 23:20,37.6803,112.7319,22.75,39,0,4.47
354,Klyuchi,RU,2/6/2022 23:20,52.2667,79.1667,-4.02,94,28,5.64
355,Mount Isa,AU,2/6/2022 23:20,-20.7333,139.5,83.97,54,49,12.66
356,Gedo,ET,2/6/2022 23:20,9.0167,37.45,55.08,48,79,3.27
357,Darlowo,PL,2/6/2022 23:20,54.421,16.4107,40.95,86,100,18.7
358,Lamesa,US,2/6/2022 23:20,32.7376,-101.951,54.66,26,44,20.27
359,Omboue,GA,2/6/2022 23:15,-1.5746,9.2618,77.74,87,14,6.26
360,Paro,BT,2/6/2022 23:21,27.4305,89.4133,34.32,65,6,3.6
361,Tutoia,BR,2/6/2022 23:21,-2.7619,-42.2744,84.18,83,26,11.43
362,Okhotsk,RU,2/6/2022 23:21,59.3833,143.3,-6.05,74,96,8.23
363,Tautira,PF,2/6/2022 23:21,-17.7333,-149.15,86.02,74,75,19.86
364,Ahuimanu,US,2/6/2022 23:21,21.4447,-157.8378,82.11,67,75,5.01
365,Kavaratti,IN,2/6/2022 23:19,10.5669,72.642,77.74,69,18,10.76
366,Talnakh,RU,2/6/2022 23:21,69.4865,88.3972,-27.83,98,56,1.97
367,Boa Vista,BR,2/6/2022 23:21,2.8197,-60.6733,85.98,58,75,8.05
368,Kautokeino,NO,2/6/2022 23:21,69.0125,23.0412,1.29,100,93,5.28
369,Abu Samrah,SY,2/6/2022 23:21,35.3029,37.1841,47.79,95,100,0.83
370,Churapcha,RU,2/6/2022 23:21,62.0025,132.4325,-32.28,100,100,3.56
371,Luanda,AO,2/6/2022 23:18,-8.8368,13.2343,74.7,85,99,7.65
372,Finschhafen,PG,2/6/2022 23:21,-6.6024,147.8681,83.73,74,79,4.27
373,Zapolyarnyy,RU,2/6/2022 23:21,69.4154,30.8136,18.68,97,30,7.05
374,Boralday,KZ,2/6/2022 23:21,43.3578,76.8594,35.46,93,100,4.47
375,Gopalpur,IN,2/6/2022 23:21,19.2667,84.9167,65.07,72,96,3.47
376,Kongolo,CD,2/6/2022 23:21,-5.3833,27,69.22,99,100,0.85
377,Nome,US,2/6/2022 23:21,64.5011,-165.4064,-0.33,60,0,9.22
378,Buraydah,SA,2/6/2022 23:21,26.326,43.975,46.85,43,0,4.54
379,Luderitz,NA,2/6/2022 23:21,-26.6481,15.1594,69.17,72,34,6.08
380,Portland,US,2/6/2022 23:17,45.5234,-122.6762,63.05,64,20,1.01
381,Ambilobe,MG,2/6/2022 23:21,-13.2,49.05,74.46,94,99,2.26
382,Bilibino,RU,2/6/2022 23:21,68.0546,166.4372,-15.92,78,10,4.41
383,Bairiki,KI,2/6/2022 23:21,1.3292,172.9752,86,74,20,10.36
384,Coahuayana,MX,2/6/2022 23:21,18.7333,-103.6833,89.08,42,22,6.13
385,Clarence Town,AU,2/6/2022 23:21,-32.5833,151.7833,73.81,67,45,8.08
386,Atar,MR,2/6/2022 23:21,20.5169,-13.0499,72.46,10,1,4.74
387,Trelew,AR,2/6/2022 23:20,-43.249,-65.3051,73.47,29,4,17.6
388,Mikhaylovka,RU,2/6/2022 23:21,50.06,43.2379,28.78,92,100,8.37
389,Yinchuan,CN,2/6/2022 23:17,38.4681,106.2731,20.34,91,93,3.51
390,Kamphaeng Phet,TH,2/6/2022 23:21,16.25,99.5,71.53,70,78,2.71
391,Vavoua,CI,2/6/2022 23:21,7.3819,-6.4778,78.4,30,19,1.61
392,Mungwi,ZM,2/6/2022 23:21,-10.1732,31.3694,60.57,96,100,2.26
393,Ilulissat,GL,2/6/2022 23:21,69.2167,-51.1,3.22,72,100,8.05
394,Esso,RU,2/6/2022 23:21,55.9333,158.7,8.01,93,88,2.28
395,Severo-Yeniseyskiy,RU,2/6/2022 23:21,60.3725,93.0408,5.25,98,100,2.21
396,Marsh Harbour,BS,2/6/2022 23:21,26.5412,-77.0636,74.35,72,86,12.68
397,Dickinson,US,2/6/2022 23:21,29.4608,-95.0513,58.15,68,40,6.91
398,Chernyshevskiy,RU,2/6/2022 23:21,63.0128,112.4714,-7.29,100,100,2.73
399,Asfi,MA,2/6/2022 23:21,32.2994,-9.2372,56.88,78,21,12.93
400,Makakilo City,US,2/6/2022 23:21,21.3469,-158.0858,80.92,62,0,11.5
401,Miguel Hidalgo,MX,2/6/2022 23:21,19.4225,-99.2028,70.77,35,75,1.01
402,Airai,TL,2/6/2022 23:21,-8.9266,125.4092,65.03,83,81,1.7
403,Miandoab,IR,2/6/2022 23:21,36.9694,46.1027,25.36,91,86,4.05
404,Cabo San Lucas,MX,2/6/2022 23:22,22.8909,-109.9124,73.62,66,20,11.5
405,Kilrush,IE,2/6/2022 23:22,52.6397,-9.4833,44.89,89,88,8.19
406,Puerto Narino,CO,2/6/2022 23:22,-3.7703,-70.3831,78.75,94,100,3.53
407,Altamont,US,2/6/2022 23:22,42.2068,-121.7372,57.04,19,0,0
408,Quatre Cocos,MU,2/6/2022 23:22,-20.2078,57.7625,78.91,84,93,8.57
409,Gwadar,PK,2/6/2022 23:22,25.1216,62.3254,70.61,82,0,8.1
410,Rochegda,RU,2/6/2022 23:22,62.8,43.25,8.33,96,98,6.91
411,Phangnga,TH,2/6/2022 23:22,8.4509,98.5298,77.04,94,80,4.07
412,Broken Hill,AU,2/6/2022 23:22,-31.95,141.4333,74.21,37,2,19.73
413,Omsukchan,RU,2/6/2022 23:22,62.5333,155.8,-13.99,70,1,2.62
414,Ibra,OM,2/6/2022 23:22,22.6906,58.5334,62.56,79,3,3.62
415,Nortelandia,BR,2/6/2022 23:22,-14.4547,-56.8028,74.84,94,100,3.51
416,Riviere-Au-Renard,CA,2/6/2022 23:22,48.9957,-64.3971,12.2,96,42,4.41
417,Salta,AR,2/6/2022 23:22,-24.7859,-65.4117,61.39,83,100,1.01
418,Ngama,TD,2/6/2022 23:22,11.7833,17.1667,69.67,18,1,10.29
419,Vila Nova De Milfontes,PT,2/6/2022 23:22,37.7238,-8.7828,55.26,69,0,8.21
420,Bambari,CF,2/6/2022 23:22,5.768,20.6757,75.83,22,40,4.5
421,Amberg,DE,2/6/2022 23:22,49.4414,11.8622,38.8,96,100,17.87
422,Yablochnyy,RU,2/6/2022 23:22,47.1661,142.0661,12.15,84,100,12.03
423,Wajir,KE,2/6/2022 23:22,1.7471,40.0573,79.66,60,100,18.88
424,Erzin,TR,2/6/2022 23:22,36.9559,36.2,39.92,80,1,3.49
425,Labuhan,ID,2/6/2022 23:22,-6.8844,112.2051,77.65,88,100,4.29
426,Florianopolis,BR,2/6/2022 23:22,-27.6146,-48.5012,78.62,76,75,1.99
427,Hofn,IS,2/6/2022 23:22,64.2539,-15.2082,27.36,62,61,7.76
428,Haines Junction,CA,2/6/2022 23:22,60.7522,-137.5108,42.75,31,90,9.22
429,Nioro,GM,2/6/2022 23:22,13.35,-15.75,77.99,27,1,6.78
430,Japura,ID,2/6/2022 23:22,-0.3167,102.35,71.69,98,98,2.62
431,Davila,PH,2/6/2022 23:22,18.4726,120.5763,71.58,81,88,11.97
432,Kenora,CA,2/6/2022 23:22,49.8167,-94.4337,9.57,72,20,4.61
433,Kailua,US,2/6/2022 23:19,21.4022,-157.7394,82.38,71,20,5.01
434,Lonar,IN,2/6/2022 23:22,19.9833,76.5333,64.11,29,17,4.94
435,Holetown,BB,2/6/2022 23:22,13.1867,-59.6381,77.56,80,78,15.79
436,Mandalgovi,MN,2/6/2022 23:23,45.7625,106.2708,2.44,72,1,4.45
437,Berlevag,NO,2/6/2022 23:18,70.8578,29.0864,21.15,73,20,28.77
438,Teruel,ES,2/6/2022 23:23,40.6667,-0.6667,37.13,37,13,6.33
439,Roura,GF,2/6/2022 23:23,4.7263,-52.3274,79.97,89,75,3.44
440,Caravelas,BR,2/6/2022 23:23,-17.7125,-39.2481,77.67,83,6,6.93
441,Mareeba,AU,2/6/2022 23:23,-17,145.4333,78.66,86,79,3.96
442,Armidale,AU,2/6/2022 23:23,-30.5167,151.65,59.81,68,64,10.29
443,Katsuura,JP,2/6/2022 23:23,35.1333,140.3,39.31,44,36,11.97
444,Cockburn Town,TC,2/6/2022 23:23,21.4612,-71.1419,75.16,57,20,9.22
445,Kulhudhuffushi,MV,2/6/2022 23:23,6.6221,73.07,79.92,72,64,7.2
446,Cherskiy,RU,2/6/2022 23:23,68.75,161.3,-31.09,100,23,1.01
447,Camacha,PT,2/6/2022 23:23,33.0833,-16.3333,59.76,63,40,11.5
448,Smidovich,RU,2/6/2022 23:23,48.6,133.8167,-4.52,98,100,1.9
449,Sao Jose Da Coroa Grande,BR,2/6/2022 23:23,-8.8978,-35.1478,79.81,73,53,11.97
450,Qiryat Shemona,IL,2/6/2022 23:23,33.2073,35.5721,55.76,94,77,1.61
451,Waimana,NZ,2/6/2022 23:24,-38.15,177.0833,68.32,97,100,7.25
452,San Rafael,AR,2/6/2022 23:24,-34.6177,-68.3301,76.86,32,0,11.56
453,Katherine,AU,2/6/2022 23:24,-14.4667,132.2667,80.92,83,75,6.91
454,Odweyne,SO,2/6/2022 23:24,9.4092,45.064,64.08,73,100,7.45
455,Oneonta,US,2/6/2022 23:22,42.4529,-75.0638,24.31,82,64,9.22
456,Patnos,TR,2/6/2022 23:24,39.2336,42.8634,2.25,85,36,3.09
457,Panjab,AF,2/6/2022 23:24,34.388,67.0233,4.1,100,86,3.18
458,Ouadda,CF,2/6/2022 23:24,8.0777,22.4007,65.52,19,51,6.96
459,Saint-Denis,FR,2/6/2022 23:24,48.9167,2.3333,49.23,82,100,5.01
460,Carmen,MX,2/6/2022 23:24,18.6333,-91.8333,73.44,78,75,5.75
461,Svetlogorsk,BY,2/6/2022 23:24,52.6333,29.7333,32.59,94,100,13.22
462,Dumas,US,2/6/2022 23:21,35.8656,-101.9732,43.95,52,75,20.71
463,Tuy Hoa,VN,2/6/2022 23:24,13.0833,109.3,70.86,92,86,4.68
464,Egvekinot,RU,2/6/2022 23:24,66.3167,-179.1667,-10.97,81,1,7.52
465,Santa Fe,AR,2/6/2022 23:21,-31.6333,-60.7,75.02,38,0,5.01
466,Belaya Gora,RU,2/6/2022 23:24,68.5333,146.4167,-44.32,100,70,0.96
467,Yenagoa,NG,2/6/2022 23:24,4.9247,6.2642,77.85,78,0,4
468,Surok,RU,2/6/2022 23:24,56.4469,48.1214,10.98,99,100,3.04
469,Fonte Boa,BR,2/6/2022 23:24,-2.4959,-66.2662,76.69,91,72,3.22
470,Itamaraca,BR,2/6/2022 23:24,-7.7478,-34.8256,82.45,70,20,11.27
471,Nipawin,CA,2/6/2022 23:21,53.3668,-104.0009,6.84,92,100,14.97
472,Amapa,BR,2/6/2022 23:24,1,-52,71.96,100,100,1.36
473,Vila Do Maio,CV,2/6/2022 23:24,15.1333,-23.2167,70.59,79,0,14.43
474,Port Hardy,CA,2/6/2022 23:24,50.6996,-127.4199,48.76,76,100,18.41
475,Victoria Point,AU,2/6/2022 23:24,-27.5833,153.3,80.15,63,57,10
476,Sorland,NO,2/6/2022 23:20,67.667,12.6934,36.14,62,100,11.97
477,Nekhayevskiy,RU,2/6/2022 23:24,50.4106,41.7561,26.6,96,98,10.16
478,Pouebo,NC,2/6/2022 23:24,-20.4,164.5667,82.85,79,99,7.99
479,Changli,CN,2/6/2022 23:24,39.7042,119.1506,22.23,57,44,4.07
480,Tommot,RU,2/6/2022 23:24,58.9564,126.2925,-29.06,99,44,1.25
481,Kinkala,CG,2/6/2022 23:24,-4.3614,14.7644,75.51,90,74,1.12
482,Payo,ID,2/6/2022 23:24,-3.7508,103.6372,71.19,93,100,1.07
483,Laramie,US,2/6/2022 23:24,41.3114,-105.5911,32.09,54,0,8.05
484,Sucua,EC,2/6/2022 23:24,-2.4667,-78.1667,75.94,68,75,4.61
485,Baghdad,IQ,2/6/2022 23:23,33.3406,44.4009,42.71,70,0,3.44
486,Yima,CN,2/6/2022 23:24,34.7381,111.8839,29.97,52,100,3.49
487,Beira,MZ,2/6/2022 23:24,-19.8436,34.8389,77.09,88,75,10.36
488,Piranhas,BR,2/6/2022 23:24,-16.4269,-51.8222,74.7,92,89,1.21
489,Riyadh,SA,2/6/2022 23:21,24.6877,46.7219,50.14,41,0,6.22
490,Codrington,AU,2/6/2022 23:23,-38.2667,141.9667,74.34,40,0,7.43
491,Sulangan,PH,2/6/2022 23:24,11.1373,123.7228,79.45,76,98,14.43
492,Nikel,RU,2/6/2022 23:24,69.4128,30.222,19.58,96,11,6.55
493,Yamethin,MM,2/6/2022 23:24,20.4333,96.15,57.47,49,18,3.85
494,Cedar City,US,2/6/2022 23:24,37.6775,-113.0619,42.4,28,0,16.11
495,Vidim,RU,2/6/2022 23:24,56.4088,103.1106,12.94,97,100,2.66
496,Ngunguru,NZ,2/6/2022 23:24,-35.6167,174.5,76.15,98,100,6.38
497,Coquimbo,CL,2/6/2022 23:24,-29.9533,-71.3436,64.13,82,40,8.05
498,Mallaig,CA,2/6/2022 23:25,54.2169,-111.3685,44.38,88,4,14.05
499,Rio Claro,BR,2/6/2022 23:25,-22.4114,-47.5614,75.02,93,100,2.24
500,Bowling Green,US,2/6/2022 23:25,36.9903,-86.4436,44.53,50,0,3.44
501,Iisalmi,FI,2/6/2022 23:25,63.5592,27.1907,32.02,95,100,7.76
502,Grand-Santi,GF,2/6/2022 23:25,4.25,-54.3833,73.18,98,90,3.13
503,Matara,LK,2/6/2022 23:25,5.9485,80.5353,74.43,87,93,4.25
504,Isabela,PH,2/6/2022 23:25,6.7085,121.9711,80.65,81,100,5.01
505,Touros,BR,2/6/2022 23:24,-5.1989,-35.4608,81.5,72,2,12.08
506,Rawson,AR,2/6/2022 23:25,-43.3002,-65.1023,70.86,37,4,17
507,Brae,GB,2/6/2022 23:23,60.3964,-1.353,39.11,53,68,35.14
508,Lima,PE,2/6/2022 23:25,-12.0432,-77.0282,75.9,65,0,6.91
509,Zyryanka,RU,2/6/2022 23:25,65.75,150.85,-39.51,100,47,4.68
510,Byron Bay,AU,2/6/2022 23:25,-28.65,153.6167,74.05,62,96,17.85
511,Dingle,PH,2/6/2022 23:25,10.9995,122.6711,74.53,89,88,8.39
512,Villamontes,BO,2/6/2022 23:25,-21.25,-63.5,72.66,60,29,4.5
513,Bedesa,ET,2/6/2022 23:25,8.9,40.7833,59.67,86,24,6.06
514,Juarez,MX,2/6/2022 23:23,31.7333,-106.4833,56.21,22,0,8.01
515,Biak,ID,2/6/2022 23:25,-0.9131,122.8766,77.14,79,100,1.54
516,Kenai,US,2/6/2022 23:25,60.5544,-151.2583,27.14,93,0,4.61
517,Anadyr,RU,2/6/2022 23:25,64.75,177.4833,-17.9,76,0,11.18
518,Cap Malheureux,MU,2/6/2022 23:25,-19.9842,57.6142,79.29,82,88,13.27
519,Ati,TD,2/6/2022 23:24,13.2154,18.3353,67.33,12,0,11.3
520,Banda,IN,2/6/2022 23:25,25.4833,80.3333,51.58,62,0,3.87
521,Paramonga,PE,2/6/2022 23:25,-10.6667,-77.8333,72.09,76,91,7.05
522,Hudson Bay,CA,2/6/2022 23:22,52.85,-102.3842,7.75,95,86,8.41
523,Windhoek,NA,2/6/2022 23:25,-22.5594,17.0832,63.1,88,100,3.44
524,Waingapu,ID,2/6/2022 23:25,-9.6567,120.2641,80.08,81,73,4.65
525,Moundsville,US,2/6/2022 23:25,39.9203,-80.7431,33.75,94,2,2.68
526,Tongliao,CN,2/6/2022 23:25,43.6125,122.2653,-0.15,89,5,6.69
527,Araouane,ML,2/6/2022 23:21,18.9048,-3.5265,66.31,11,0,9.33
528,Pineville,US,2/6/2022 23:25,31.3224,-92.4343,57.18,33,0,0
529,Keti Bandar,PK,2/6/2022 23:25,24.1447,67.4497,69.37,70,0,8.97
530,Tabou,CI,2/6/2022 23:25,4.423,-7.3528,79.47,82,91,8.16
531,Uruzgan,AF,2/6/2022 23:25,32.8333,66,35.94,48,0,4.47
532,Morondava,MG,2/6/2022 23:25,-20.2833,44.2833,80.85,83,100,23.26
533,Navahrudak,BY,2/6/2022 23:25,53.6,25.8333,32.34,98,100,15.66
534,Wellington,NZ,2/6/2022 23:21,-41.2866,174.7756,62.56,75,100,4
535,Sechura,PE,2/6/2022 23:25,-5.5569,-80.8222,78.12,59,59,18.77
536,Sungaipenuh,ID,2/6/2022 23:25,-2.0833,101.3833,62.2,92,99,1.45
537,Evensk,RU,2/6/2022 23:20,61.95,159.2333,0.1,70,0,8.25
